"","League","Match_Date","Matchweek","Home_Team","Home_Formation","Home_Score","Home_xG","Home_Goals","Home_Yellow_Cards","Home_Red_Cards","Away_Team","Away_Formation","Away_Score","Away_xG","Away_Goals","Away_Yellow_Cards","Away_Red_Cards","Game_URL","Team","Home_Away","Min","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Touches","Tkl","Int","Blocks","xG_Expected","npxG_Expected","xAG_Expected","SCA_SCA","GCA_SCA","Cmp_Passes","Att_Passes","Cmp_percent_Passes","Prog_Passes","Succ_Dribbles","Att_Dribbles"
"108","Premier League","2022-09-03","Premier League (Matchweek 6)","Newcastle United","4-3-3",0,2.8,"","2","0","Crystal Palace","4-3-3",0,1,"","1","0","https://fbref.com/en/matches/4ca4efa3/Newcastle-United-Crystal-Palace-September-3-2022-Premier-League","Crystal Palace","Away",990,0,0,0,0,19,9,1,0,559,23,13,20,1,1,0.8,30,0,303,395,76.7,20,11,26
"109","Premier League","2022-09-03","Premier League (Matchweek 6)","Brentford","4-3-3",5,2.3,"Ivan Toney (P) · 30&rsquor; Ivan Toney · 43&rsquor; Ivan Toney · 58&rsquor; Bryan Mbeumo · 80&rsquor; Yoane Wissa · 90+1&rsquor;","2","0","Leeds United","4-2-3-1",2,1.7,"Luis Sinisterra · 45+1&rsquor; Marc Roca · 79&rsquor;","2","0","https://fbref.com/en/matches/88f9aad9/Brentford-Leeds-United-September-3-2022-Premier-League","Brentford","Home",990,5,0,1,1,13,7,2,0,387,24,14,11,2.5,1.7,0.4,22,9,162,252,64.3,12,13,25
"110","Premier League","2022-09-03","Premier League (Matchweek 6)","Brentford","4-3-3",5,2.3,"Ivan Toney (P) · 30&rsquor; Ivan Toney · 43&rsquor; Ivan Toney · 58&rsquor; Bryan Mbeumo · 80&rsquor; Yoane Wissa · 90+1&rsquor;","2","0","Leeds United","4-2-3-1",2,1.7,"Luis Sinisterra · 45+1&rsquor; Marc Roca · 79&rsquor;","2","0","https://fbref.com/en/matches/88f9aad9/Brentford-Leeds-United-September-3-2022-Premier-League","Leeds United","Away",990,2,1,0,0,17,6,2,0,648,24,3,5,1.9,1.9,1.7,29,3,433,538,80.5,36,16,31
"111","Premier League","2022-09-03","Premier League (Matchweek 6)","Tottenham Hotspur","3-4-3",2,2.9,"Pierre Højbjerg · 40&rsquor; Harry Kane · 75&rsquor;","3","0","Fulham","4-2-3-1",1,0.7,"Aleksandar Mitrovic · 83&rsquor;","4","0","https://fbref.com/en/matches/a497b725/Tottenham-Hotspur-Fulham-September-3-2022-Premier-League","Tottenham Hotspur","Home",990,2,1,0,0,23,10,3,0,630,19,8,9,3.1,3.1,2,39,3,443,520,85.2,37,7,20
"112","Premier League","2022-09-03","Premier League (Matchweek 6)","Tottenham Hotspur","3-4-3",2,2.9,"Pierre Højbjerg · 40&rsquor; Harry Kane · 75&rsquor;","3","0","Fulham","4-2-3-1",1,0.7,"Aleksandar Mitrovic · 83&rsquor;","4","0","https://fbref.com/en/matches/a497b725/Tottenham-Hotspur-Fulham-September-3-2022-Premier-League","Fulham","Away",990,1,1,0,0,9,3,4,0,588,18,7,12,0.7,0.7,0.4,16,2,401,488,82.2,25,8,14
"113","Premier League","2022-09-03","Premier League (Matchweek 6)","Chelsea","3-1-4-2",2,0.9,"Ben Chilwell · 76&rsquor; Kai Havertz · 88&rsquor;","4","0","West Ham United","3-4-1-2",1,1.1,"Michail Antonio · 62&rsquor;","2","0","https://fbref.com/en/matches/d7642197/Chelsea-West-Ham-United-September-3-2022-Premier-League","Chelsea","Home",990,2,2,0,0,8,3,4,0,798,16,3,11,0.9,0.9,0.8,16,4,597,705,84.7,32,9,17
"114","Premier League","2022-09-03","Premier League (Matchweek 6)","Chelsea","3-1-4-2",2,0.9,"Ben Chilwell · 76&rsquor; Kai Havertz · 88&rsquor;","4","0","West Ham United","3-4-1-2",1,1.1,"Michail Antonio · 62&rsquor;","2","0","https://fbref.com/en/matches/d7642197/Chelsea-West-Ham-United-September-3-2022-Premier-League","West Ham United","Away",990,1,1,0,0,6,3,2,0,455,14,16,9,1.3,1.3,1.2,11,1,252,344,73.3,8,9,18
"115","Premier League","2022-09-03","Premier League (Matchweek 6)","Aston Villa","4-3-2-1",1,0.3,"Leon Bailey · 74&rsquor;","2","0","Manchester City","4-3-3",1,2.1,"Erling Haaland · 50&rsquor;","0","0","https://fbref.com/en/matches/3091f0b8/Aston-Villa-Manchester-City-September-3-2022-Premier-League","Aston Villa","Home",990,1,1,0,0,3,1,2,0,401,15,4,9,0.3,0.3,0.3,5,1,222,321,69.2,10,0,7
"116","Premier League","2022-09-03","Premier League (Matchweek 6)","Aston Villa","4-3-2-1",1,0.3,"Leon Bailey · 74&rsquor;","2","0","Manchester City","4-3-3",1,2.1,"Erling Haaland · 50&rsquor;","0","0","https://fbref.com/en/matches/3091f0b8/Aston-Villa-Manchester-City-September-3-2022-Premier-League","Manchester City","Away",990,1,1,0,0,13,4,0,0,863,13,5,8,2.1,2.1,1.7,24,2,695,800,86.9,39,4,8
"117","Premier League","2022-09-04","Premier League (Matchweek 6)","Brighton & Hove Albion","3-5-2",5,2.6,"Luke Thomas (OG) · 10&rsquor; Moisés Caicedo · 15&rsquor; Leandro Trossard · 64&rsquor; Alexis Mac Allister (P) · 71&rsquor; Alexis Mac Allister · 90+7&rsquor;","1","0","Leicester City","4-4-2",2,1.4,"Kelechi Iheanacho · 1&rsquor; Patson Daka · 33&rsquor;","1","0","https://fbref.com/en/matches/42d5b3b1/Brighton-and-Hove-Albion-Leicester-City-September-4-2022-Premier-League","Brighton & Hove Albion","Home",990,4,2,1,1,22,10,1,0,639,17,13,9,2.8,2,1.4,38,7,444,538,82.5,48,5,15
"118","Premier League","2022-09-04","Premier League (Matchweek 6)","Brighton & Hove Albion","3-5-2",5,2.6,"Luke Thomas (OG) · 10&rsquor; Moisés Caicedo · 15&rsquor; Leandro Trossard · 64&rsquor; Alexis Mac Allister (P) · 71&rsquor; Alexis Mac Allister · 90+7&rsquor;","1","0","Leicester City","4-4-2",2,1.4,"Kelechi Iheanacho · 1&rsquor; Patson Daka · 33&rsquor;","1","0","https://fbref.com/en/matches/42d5b3b1/Brighton-and-Hove-Albion-Leicester-City-September-4-2022-Premier-League","Leicester City","Away",990,2,2,0,0,6,4,1,0,577,13,12,8,1.4,1.4,1.4,10,4,390,474,82.3,21,4,10
"119","Premier League","2022-09-04","Premier League (Matchweek 6)","Manchester United","4-2-3-1",3,1.5,"Antony · 35&rsquor; Marcus Rashford · 66&rsquor; Marcus Rashford · 75&rsquor;","3","0","Arsenal","4-3-3",1,1.3,"Bukayo Saka · 60&rsquor;","3","0","https://fbref.com/en/matches/61ddafa5/Manchester-United-Arsenal-September-4-2022-Premier-League","Manchester United","Home",990,3,3,0,0,10,6,3,0,449,17,7,14,1.6,1.6,1.6,17,6,261,340,76.8,13,3,12
"120","Premier League","2022-09-04","Premier League (Matchweek 6)","Manchester United","4-2-3-1",3,1.5,"Antony · 35&rsquor; Marcus Rashford · 66&rsquor; Marcus Rashford · 75&rsquor;","3","0","Arsenal","4-3-3",1,1.3,"Bukayo Saka · 60&rsquor;","3","0","https://fbref.com/en/matches/61ddafa5/Manchester-United-Arsenal-September-4-2022-Premier-League","Arsenal","Away",990,1,0,0,0,16,3,3,0,594,14,6,7,1.3,1.3,1,28,2,418,508,82.3,43,8,18
"121","Premier League","2022-09-16","Premier League (Matchweek 8)","Aston Villa","4-3-2-1",1,1.5,"Jacob Ramsey · 41&rsquor;","3","0","Southampton","4-2-3-1",0,0.3,"","1","0","https://fbref.com/en/matches/1219daa1/Aston-Villa-Southampton-September-16-2022-Premier-League","Aston Villa","Home",990,1,0,0,0,11,3,3,0,598,35,6,15,1.5,1.5,1,20,1,341,472,72.2,25,6,18
"122","Premier League","2022-09-16","Premier League (Matchweek 8)","Aston Villa","4-3-2-1",1,1.5,"Jacob Ramsey · 41&rsquor;","3","0","Southampton","4-2-3-1",0,0.3,"","1","0","https://fbref.com/en/matches/1219daa1/Aston-Villa-Southampton-September-16-2022-Premier-League","Southampton","Away",990,0,0,0,0,7,1,1,0,585,28,12,11,0.3,0.3,0.2,10,0,305,422,72.3,15,11,39
"123","Premier League","2022-09-16","Premier League (Matchweek 8)","Nottingham Forest","3-4-1-2",2,1.4,"Taiwo Awoniyi · 11&rsquor; Lewis O'Brien · 77&rsquor;","2","0","Fulham","4-2-3-1",3,0.9,"Tosin Adarabioyo · 54&rsquor; João Palhinha · 57&rsquor; Harrison Reed · 60&rsquor;","4","0","https://fbref.com/en/matches/d0d07e66/Nottingham-Forest-Fulham-September-16-2022-Premier-League","Nottingham Forest","Home",990,2,1,0,0,11,3,2,0,519,10,8,8,1.4,1.4,1.1,17,3,308,420,73.3,12,1,5
"124","Premier League","2022-09-16","Premier League (Matchweek 8)","Nottingham Forest","3-4-1-2",2,1.4,"Taiwo Awoniyi · 11&rsquor; Lewis O'Brien · 77&rsquor;","2","0","Fulham","4-2-3-1",3,0.9,"Tosin Adarabioyo · 54&rsquor; João Palhinha · 57&rsquor; Harrison Reed · 60&rsquor;","4","0","https://fbref.com/en/matches/d0d07e66/Nottingham-Forest-Fulham-September-16-2022-Premier-League","Fulham","Away",990,3,3,0,0,15,7,4,0,692,12,6,8,0.9,0.9,0.8,29,6,482,595,81,29,5,13
"125","Premier League","2022-09-17","Premier League (Matchweek 8)","Wolverhampton Wanderers","4-3-3",0,0.4,"Nathan Collins · 33&rsquor;","2","1","Manchester City","4-3-3",3,1.1,"Jack Grealish · 1&rsquor; Erling Haaland · 16&rsquor; Phil Foden · 69&rsquor;","1","0","https://fbref.com/en/matches/96b5cc15/Wolverhampton-Wanderers-Manchester-City-September-17-2022-Premier-League","Wolverhampton Wanderers","Home",932,0,0,0,0,6,1,2,1,551,19,7,8,0.4,0.4,0.3,12,0,380,457,83.2,23,13,24
"126","Premier League","2022-09-17","Premier League (Matchweek 8)","Wolverhampton Wanderers","4-3-3",0,0.4,"Nathan Collins · 33&rsquor;","2","1","Manchester City","4-3-3",3,1.1,"Jack Grealish · 1&rsquor; Erling Haaland · 16&rsquor; Phil Foden · 69&rsquor;","1","0","https://fbref.com/en/matches/96b5cc15/Wolverhampton-Wanderers-Manchester-City-September-17-2022-Premier-League","Manchester City","Away",990,3,3,0,0,16,7,1,0,753,19,15,9,1.1,1.1,0.9,30,6,586,655,89.5,35,11,20
"127","Premier League","2022-09-17","Premier League (Matchweek 8)","Newcastle United","4-3-3",1,1.9,"Alexander Isak (P) · 67&rsquor;","2","0","Bournemouth","4-2-3-1",1,0.7,"Philip Billing · 62&rsquor;","2","0","https://fbref.com/en/matches/177da679/Newcastle-United-Bournemouth-September-17-2022-Premier-League","Newcastle United","Home",990,1,0,1,1,19,6,2,0,806,16,1,13,1.9,1.1,0.8,34,1,594,711,83.5,37,5,8
"128","Premier League","2022-09-17","Premier League (Matchweek 8)","Newcastle United","4-3-3",1,1.9,"Alexander Isak (P) · 67&rsquor;","2","0","Bournemouth","4-2-3-1",1,0.7,"Philip Billing · 62&rsquor;","2","0","https://fbref.com/en/matches/177da679/Newcastle-United-Bournemouth-September-17-2022-Premier-League","Bournemouth","Away",990,1,1,0,0,10,3,2,0,407,18,8,14,0.7,0.7,0.7,20,2,181,275,65.8,16,14,23
"129","Premier League","2022-09-17","Premier League (Matchweek 8)","Tottenham Hotspur","3-4-3",6,2.2,"Harry Kane · 8&rsquor; Eric Dier · 21&rsquor; Rodrigo Bentancur · 47&rsquor; Son Heung-min · 73&rsquor; Son Heung-min · 84&rsquor; Son Heung-min · 86&rsquor;","1","0","Leicester City","4-1-4-1",2,1.8,"Youri Tielemans (P) · 6&rsquor; James Maddison · 41&rsquor;","2","0","https://fbref.com/en/matches/99e44c16/Tottenham-Hotspur-Leicester-City-September-17-2022-Premier-League","Tottenham Hotspur","Home",990,6,5,0,0,16,11,1,0,617,14,14,10,2.2,2.2,1.7,27,9,431,522,82.6,28,8,18
"130","Premier League","2022-09-17","Premier League (Matchweek 8)","Tottenham Hotspur","3-4-3",6,2.2,"Harry Kane · 8&rsquor; Eric Dier · 21&rsquor; Rodrigo Bentancur · 47&rsquor; Son Heung-min · 73&rsquor; Son Heung-min · 84&rsquor; Son Heung-min · 86&rsquor;","1","0","Leicester City","4-1-4-1",2,1.8,"Youri Tielemans (P) · 6&rsquor; James Maddison · 41&rsquor;","2","0","https://fbref.com/en/matches/99e44c16/Tottenham-Hotspur-Leicester-City-September-17-2022-Premier-League","Leicester City","Away",990,2,1,1,1,18,6,2,0,761,16,8,12,1.8,1,0.9,33,4,570,658,86.6,34,4,10
"131","Premier League","2022-09-18","Premier League (Matchweek 8)","Brentford","3-5-2",0,0.5,"","0","0","Arsenal","4-3-3",3,1.5,"William Saliba · 17&rsquor; Gabriel Jesus · 28&rsquor; Fabio Vieira · 49&rsquor;","2","0","https://fbref.com/en/matches/fd5626e6/Brentford-Arsenal-September-18-2022-Premier-League","Brentford","Home",990,0,0,0,0,5,2,0,0,464,21,12,6,0.5,0.5,0.5,10,0,261,364,71.7,16,4,10
"132","Premier League","2022-09-18","Premier League (Matchweek 8)","Brentford","3-5-2",0,0.5,"","0","0","Arsenal","4-3-3",3,1.5,"William Saliba · 17&rsquor; Gabriel Jesus · 28&rsquor; Fabio Vieira · 49&rsquor;","2","0","https://fbref.com/en/matches/fd5626e6/Brentford-Arsenal-September-18-2022-Premier-League","Arsenal","Away",990,3,3,0,0,13,7,2,0,716,12,6,2,1.5,1.5,1.3,23,6,525,624,84.1,27,10,20
"133","Premier League","2022-09-18","Premier League (Matchweek 8)","Everton","4-3-3",1,0.4,"Neal Maupay · 53&rsquor;","3","0","West Ham United","4-2-3-1",0,1,"","1","0","https://fbref.com/en/matches/96e9dc0f/Everton-West-Ham-United-September-18-2022-Premier-League","Everton","Home",990,1,1,0,0,7,2,3,0,633,18,10,17,0.4,0.4,0.3,14,2,412,512,80.5,27,7,19
"134","Premier League","2022-09-18","Premier League (Matchweek 8)","Everton","4-3-3",1,0.4,"Neal Maupay · 53&rsquor;","3","0","West Ham United","4-2-3-1",0,1,"","1","0","https://fbref.com/en/matches/96e9dc0f/Everton-West-Ham-United-September-18-2022-Premier-League","West Ham United","Away",990,0,0,0,0,14,4,1,0,544,18,14,5,1,1,0.7,23,0,340,450,75.6,33,1,6
"135","Premier League","2022-10-01","Premier League (Matchweek 9)","Arsenal","4-3-3",3,2.4,"Thomas Partey · 20&rsquor; Gabriel Jesus · 49&rsquor; Granit Xhaka · 67&rsquor;","2","0","Tottenham Hotspur","3-4-3",1,1.6,"Harry Kane (P) · 31&rsquor; Emerson · 62&rsquor;","1","1","https://fbref.com/en/matches/aefe3b90/North-London-Derby-Arsenal-Tottenham-Hotspur-October-1-2022-Premier-League","Arsenal","Home",990,3,2,0,0,22,9,2,0,716,14,6,4,2.5,2.5,1.2,39,5,539,613,87.9,43,10,19
"136","Premier League","2022-10-01","Premier League (Matchweek 9)","Arsenal","4-3-3",3,2.4,"Thomas Partey · 20&rsquor; Gabriel Jesus · 49&rsquor; Granit Xhaka · 67&rsquor;","2","0","Tottenham Hotspur","3-4-3",1,1.6,"Harry Kane (P) · 31&rsquor; Emerson · 62&rsquor;","1","1","https://fbref.com/en/matches/aefe3b90/North-London-Derby-Arsenal-Tottenham-Hotspur-October-1-2022-Premier-League","Tottenham Hotspur","Away",961,1,0,1,1,6,2,1,1,430,16,5,8,1.6,0.8,0.7,13,2,261,344,75.9,13,4,12
"137","Premier League","2022-10-01","Premier League (Matchweek 9)","Southampton","4-4-2",1,1.7,"Joe Aribo · 49&rsquor;","2","0","Everton","4-3-3",2,2,"Conor Coady · 52&rsquor; Dwight McNeil · 54&rsquor;","2","0","https://fbref.com/en/matches/06d00bcb/Southampton-Everton-October-1-2022-Premier-League","Southampton","Home",990,1,1,0,0,22,6,2,0,634,22,8,15,1.8,1.8,1.3,37,2,402,506,79.4,34,7,19
"138","Premier League","2022-10-01","Premier League (Matchweek 9)","Southampton","4-4-2",1,1.7,"Joe Aribo · 49&rsquor;","2","0","Everton","4-3-3",2,2,"Conor Coady · 52&rsquor; Dwight McNeil · 54&rsquor;","2","0","https://fbref.com/en/matches/06d00bcb/Southampton-Everton-October-1-2022-Premier-League","Everton","Away",990,2,2,0,0,12,5,2,0,543,23,11,18,2,2,1.7,21,4,317,419,75.7,25,7,13
"139","Premier League","2022-10-01","Premier League (Matchweek 9)","Crystal Palace","4-3-3",1,0.4,"Odsonne Édouard · 7&rsquor;","1","0","Chelsea","4-3-1-2",2,1.1,"Pierre-Emerick Aubameyang · 38&rsquor; Conor Gallagher · 90&rsquor;","3","0","https://fbref.com/en/matches/372249f3/Crystal-Palace-Chelsea-October-1-2022-Premier-League","Crystal Palace","Home",990,1,1,0,0,7,3,1,0,479,18,7,13,0.4,0.4,0.4,14,2,288,379,76,15,9,25
"140","Premier League","2022-10-01","Premier League (Matchweek 9)","Crystal Palace","4-3-3",1,0.4,"Odsonne Édouard · 7&rsquor;","1","0","Chelsea","4-3-1-2",2,1.1,"Pierre-Emerick Aubameyang · 38&rsquor; Conor Gallagher · 90&rsquor;","3","0","https://fbref.com/en/matches/372249f3/Crystal-Palace-Chelsea-October-1-2022-Premier-League","Chelsea","Away",990,2,2,0,0,13,3,3,0,762,16,9,10,1.1,1.1,0.7,23,4,590,672,87.8,36,4,15
"141","Premier League","2022-10-01","Premier League (Matchweek 9)","Liverpool","4-3-3",3,1.5,"Roberto Firmino · 33&rsquor; Roberto Firmino · 54&rsquor; Adam Webster (OG) · 63&rsquor;","1","0","Brighton & Hove Albion","3-4-3",3,1.4,"Leandro Trossard · 4&rsquor; Leandro Trossard · 17&rsquor; Leandro Trossard · 83&rsquor;","1","0","https://fbref.com/en/matches/aadd2e80/Liverpool-Brighton-and-Hove-Albion-October-1-2022-Premier-League","Liverpool","Home",990,2,2,0,0,15,7,1,0,703,15,9,10,1.5,1.5,1,23,3,467,589,79.3,34,3,13
"142","Premier League","2022-10-01","Premier League (Matchweek 9)","Liverpool","4-3-3",3,1.5,"Roberto Firmino · 33&rsquor; Roberto Firmino · 54&rsquor; Adam Webster (OG) · 63&rsquor;","1","0","Brighton & Hove Albion","3-4-3",3,1.4,"Leandro Trossard · 4&rsquor; Leandro Trossard · 17&rsquor; Leandro Trossard · 83&rsquor;","1","0","https://fbref.com/en/matches/aadd2e80/Liverpool-Brighton-and-Hove-Albion-October-1-2022-Premier-League","Brighton & Hove Albion","Away",990,3,2,0,0,6,6,1,0,626,23,14,9,1.4,1.4,1.1,12,6,378,498,75.9,23,6,18
"143","Premier League","2022-10-01","Premier League (Matchweek 9)","Fulham","4-2-3-1",1,0.5,"Nathaniel Chalobah · 8&rsquor; Bobby Reid · 88&rsquor;","2","1","Newcastle United","4-3-3",4,3.3,"Callum Wilson · 11&rsquor; Miguel Almirón · 33&rsquor; Sean Longstaff · 43&rsquor; Miguel Almirón · 57&rsquor;","0","0","https://fbref.com/en/matches/dcde1172/Fulham-Newcastle-United-October-1-2022-Premier-League","Fulham","Home",907,1,1,0,0,3,1,2,1,397,13,8,13,0.5,0.5,0.5,5,2,208,313,66.5,15,5,17
"144","Premier League","2022-10-01","Premier League (Matchweek 9)","Fulham","4-2-3-1",1,0.5,"Nathaniel Chalobah · 8&rsquor; Bobby Reid · 88&rsquor;","2","1","Newcastle United","4-3-3",4,3.3,"Callum Wilson · 11&rsquor; Miguel Almirón · 33&rsquor; Sean Longstaff · 43&rsquor; Miguel Almirón · 57&rsquor;","0","0","https://fbref.com/en/matches/dcde1172/Fulham-Newcastle-United-October-1-2022-Premier-League","Newcastle United","Away",990,4,3,0,0,19,10,0,0,746,15,4,10,3.6,3.6,3.1,34,6,555,650,85.4,51,3,14
"145","Premier League","2022-10-01","Premier League (Matchweek 9)","Bournemouth","4-4-2",0,0.4,"","1","0","Brentford","4-3-3",0,0.9,"","2","0","https://fbref.com/en/matches/f2e86b27/Bournemouth-Brentford-October-1-2022-Premier-League","Bournemouth","Home",990,0,0,0,0,7,0,1,0,510,14,9,9,0.4,0.4,0.3,12,0,314,411,76.4,20,5,11
"146","Premier League","2022-10-01","Premier League (Matchweek 9)","Bournemouth","4-4-2",0,0.4,"","1","0","Brentford","4-3-3",0,0.9,"","2","0","https://fbref.com/en/matches/f2e86b27/Bournemouth-Brentford-October-1-2022-Premier-League","Brentford","Away",990,0,0,0,0,13,4,2,0,672,20,7,10,0.9,0.9,0.5,20,0,468,574,81.5,40,3,12
"147","Premier League","2022-10-01","Premier League (Matchweek 9)","West Ham United","4-2-3-1",2,0.9,"Gianluca Scamacca · 29&rsquor; Jarrod Bowen · 54&rsquor;","2","0","Wolverhampton Wanderers","3-4-3",0,0.7,"","2","0","https://fbref.com/en/matches/89ff6cd8/West-Ham-United-Wolverhampton-Wanderers-October-1-2022-Premier-League","West Ham United","Home",990,2,0,0,0,18,5,2,0,511,23,8,13,0.9,0.9,0.6,29,2,315,395,79.7,20,3,7
"148","Premier League","2022-10-01","Premier League (Matchweek 9)","West Ham United","4-2-3-1",2,0.9,"Gianluca Scamacca · 29&rsquor; Jarrod Bowen · 54&rsquor;","2","0","Wolverhampton Wanderers","3-4-3",0,0.7,"","2","0","https://fbref.com/en/matches/89ff6cd8/West-Ham-United-Wolverhampton-Wanderers-October-1-2022-Premier-League","Wolverhampton Wanderers","Away",990,0,0,0,0,15,4,2,0,719,12,8,13,0.7,0.7,0.5,30,0,518,618,83.8,46,7,24
"149","Premier League","2022-10-02","Premier League (Matchweek 9)","Manchester City","4-3-3",6,3.2,"Phil Foden · 8&rsquor; Erling Haaland · 34&rsquor; Erling Haaland · 37&rsquor; Phil Foden · 44&rsquor; Erling Haaland · 64&rsquor; Phil Foden · 72&rsquor;","0","0","Manchester United","4-2-3-1",3,1.7,"Antony · 56&rsquor; Anthony Martial · 84&rsquor; Anthony Martial (P) · 90+1&rsquor;","3","0","https://fbref.com/en/matches/886e6108/Manchester-Derby-Manchester-City-Manchester-United-October-2-2022-Premier-League","Manchester City","Home",990,6,6,0,0,22,9,0,0,663,14,11,10,3.4,3.4,2.3,38,12,506,576,87.8,36,11,14
"150","Premier League","2022-10-02","Premier League (Matchweek 9)","Manchester City","4-3-3",6,3.2,"Phil Foden · 8&rsquor; Erling Haaland · 34&rsquor; Erling Haaland · 37&rsquor; Phil Foden · 44&rsquor; Erling Haaland · 64&rsquor; Phil Foden · 72&rsquor;","0","0","Manchester United","4-2-3-1",3,1.7,"Antony · 56&rsquor; Anthony Martial · 84&rsquor; Anthony Martial (P) · 90+1&rsquor;","3","0","https://fbref.com/en/matches/886e6108/Manchester-Derby-Manchester-City-Manchester-United-October-2-2022-Premier-League","Manchester United","Away",990,3,1,1,1,11,7,3,0,586,14,7,14,1.7,0.9,0.4,21,4,428,501,85.4,18,4,12
"151","Premier League","2022-10-02","Premier League (Matchweek 9)","Leeds United","4-2-3-1",0,0.4,"Luis Sinisterra · 48&rsquor;","6","1","Aston Villa","4-3-3",0,2.2,"","2","0","https://fbref.com/en/matches/627d2279/Leeds-United-Aston-Villa-October-2-2022-Premier-League","Leeds United","Home",947,0,0,0,0,6,1,5,1,508,12,6,12,0.4,0.4,0.3,11,0,295,415,71.1,26,6,14
"152","Premier League","2022-10-02","Premier League (Matchweek 9)","Leeds United","4-2-3-1",0,0.4,"Luis Sinisterra · 48&rsquor;","6","1","Aston Villa","4-3-3",0,2.2,"","2","0","https://fbref.com/en/matches/627d2279/Leeds-United-Aston-Villa-October-2-2022-Premier-League","Aston Villa","Away",990,0,0,0,0,19,6,2,0,619,16,10,6,2.3,2.3,1.4,29,0,396,524,75.6,38,10,19
"153","Premier League","2022-10-03","Premier League (Matchweek 9)","Leicester City","4-1-4-1",4,1.3,"James Maddison · 25&rsquor; Harvey Barnes · 27&rsquor; James Maddison · 35&rsquor; Patson Daka · 73&rsquor;","2","0","Nottingham Forest","4-2-3-1",0,1.1,"","4","0","https://fbref.com/en/matches/a7976021/Leicester-City-Nottingham-Forest-October-3-2022-Premier-League","Leicester City","Home",990,4,2,0,0,17,7,2,0,630,11,14,12,1.3,1.3,1,31,7,436,528,82.6,26,2,14
"154","Premier League","2022-10-03","Premier League (Matchweek 9)","Leicester City","4-1-4-1",4,1.3,"James Maddison · 25&rsquor; Harvey Barnes · 27&rsquor; James Maddison · 35&rsquor; Patson Daka · 73&rsquor;","2","0","Nottingham Forest","4-2-3-1",0,1.1,"","4","0","https://fbref.com/en/matches/a7976021/Leicester-City-Nottingham-Forest-October-3-2022-Premier-League","Nottingham Forest","Away",990,0,0,0,0,10,3,4,0,585,14,13,9,1.2,1.2,1,13,0,386,503,76.7,18,7,17
"155","Premier League","2022-10-08","Premier League (Matchweek 10)","Bournemouth","4-4-2",2,1.1,"Philip Billing · 67&rsquor; Ryan Christie · 71&rsquor;","1","0","Leicester City","4-1-4-1",1,1,"Patson Daka · 10&rsquor;","2","0","https://fbref.com/en/matches/7db2a40a/Bournemouth-Leicester-City-October-8-2022-Premier-League","Bournemouth","Home",990,2,1,0,0,10,4,1,0,586,13,10,13,1.1,1.1,0.7,15,3,389,479,81.2,21,6,29
"156","Premier League","2022-10-08","Premier League (Matchweek 10)","Bournemouth","4-4-2",2,1.1,"Philip Billing · 67&rsquor; Ryan Christie · 71&rsquor;","1","0","Leicester City","4-1-4-1",1,1,"Patson Daka · 10&rsquor;","2","0","https://fbref.com/en/matches/7db2a40a/Bournemouth-Leicester-City-October-8-2022-Premier-League","Leicester City","Away",990,1,0,0,0,9,5,2,0,695,32,6,11,1.1,1.1,0.8,15,1,498,584,85.3,33,6,10
"157","Premier League","2022-10-08","Premier League (Matchweek 10)","Newcastle United","4-3-3",5,1.5,"Bruno Guimarães · 21&rsquor; Jacob Murphy · 28&rsquor; Bruno Guimarães · 56&rsquor; Miguel Almirón · 82&rsquor; Ethan Pinnock (OG) · 90&rsquor;","0","0","Brentford","3-5-2",1,1.2,"Ivan Toney (P) · 54&rsquor;","1","0","https://fbref.com/en/matches/7dd42d3f/Newcastle-United-Brentford-October-8-2022-Premier-League","Newcastle United","Home",990,4,2,0,0,16,6,0,0,537,16,6,10,1.5,1.5,0.8,26,5,336,434,77.4,26,4,10
"158","Premier League","2022-10-08","Premier League (Matchweek 10)","Newcastle United","4-3-3",5,1.5,"Bruno Guimarães · 21&rsquor; Jacob Murphy · 28&rsquor; Bruno Guimarães · 56&rsquor; Miguel Almirón · 82&rsquor; Ethan Pinnock (OG) · 90&rsquor;","0","0","Brentford","3-5-2",1,1.2,"Ivan Toney (P) · 54&rsquor;","1","0","https://fbref.com/en/matches/7dd42d3f/Newcastle-United-Brentford-October-8-2022-Premier-League","Brentford","Away",990,1,0,1,1,5,2,1,0,462,11,13,12,1.2,0.4,0.3,11,1,264,365,72.3,20,5,17
"159","Premier League","2022-10-08","Premier League (Matchweek 10)","Manchester City","4-2-3-1",4,2.4,"João Cancelo · 20&rsquor; Phil Foden · 32&rsquor; Riyad Mahrez · 49&rsquor; Erling Haaland · 65&rsquor;","0","0","Southampton","4-4-2",0,0.2,"","1","0","https://fbref.com/en/matches/864294c0/Manchester-City-Southampton-October-8-2022-Premier-League","Manchester City","Home",990,4,4,0,0,21,8,0,0,870,15,8,8,2.5,2.5,1.9,35,8,687,782,87.9,46,7,17
